"COUNTRY","Country","VAR","Variable","POPULATION","Population","TIME","Time","Value","Flag Codes","Flags"
"ITA","Italy","T6C7","Share of individuals with eq. net wealth <50 % of  income poverty line","TP","Total Population","2014","2014",14.309999,,
"ITA","Italy","ST1","Share of top 1% of wealth","TP","Total Population","2011","2011",14.239802,,
"ITA","Italy","ST1","Share of top 1% of wealth","TP","Total Population","2014","2014",11.686905,,
"ITA","Italy","ST10","Share of top 10% of wealth","TP","Total Population","2011","2011",44.847591,,
"ITA","Italy","ST10","Share of top 10% of wealth","TP","Total Population","2014","2014",42.784328,,
"ITA","Italy","ST5","Share of top 5% of wealth","TP","Total Population","2011","2011",32.099377,,
"ITA","Italy","ST5","Share of top 5% of wealth","TP","Total Population","2014","2014",29.652973,,
"KOR","Korea","T3AC2","Mean financial assets per household (current prices)","TP","Total Population","2013","2013",87004696,,
"KOR","Korea","T3AC2","Mean financial assets per household (current prices)","TP","Total Population","2015","2015",92900000,,
"KOR","Korea","T3AC3","Mean liabilities per household (current prices)","TP","Total Population","2013","2013",58184100,,
"KOR","Korea","T3AC3","Mean liabilities per household (current prices)","TP","Total Population","2015","2015",62560000,,
"KOR","Korea","T1C5","Mean net wealth per household (current prices)","TP","Total Population","2013","2013",267384896,,
"KOR","Korea","T1C5","Mean net wealth per household (current prices)","TP","Total Population","2015","2015",284289984,,
"KOR","Korea","M2MR","Mean to median net wealth ratio","TP","Total Population","2013","2013",1.8450518,,
"KOR","Korea","M2MR","Mean to median net wealth ratio","TP","Total Population","2015","2015",1.724642,,
"KOR","Korea","T4C5","Median debt-to-assets ratio of indebted households","TP","Total Population","2013","2013",19.23,,
"KOR","Korea","T4C5","Median debt-to-assets ratio of indebted households","TP","Total Population","2015","2015",21.200001,,
"KOR","Korea","T4C4","Median debt-to-income ratio of indebted households","TP","Total Population","2015","2015",118.9,,
"KOR","Korea","T1C7","Median net wealth per household (current prices)","TP","Total Population","2013","2013",144920000,,
"KOR","Korea","T1C7","Median net wealth per household (current prices)","TP","Total Population","2015","2015",164840000,,
"KOR","Korea","PIH75","Share of indebted households with debt-to-assets ratio above 75%","TP","Total Population","2013","2013",4.6910958,,
"KOR","Korea","PIH75","Share of indebted households with debt-to-assets ratio above 75%","TP","Total Population","2015","2015",4.4506488,,
"KOR","Korea","SB60","Share of bottom 60% of wealth","TP","Total Population","2013","2013",16.364561,,
"KOR","Korea","SB60","Share of bottom 60% of wealth","TP","Total Population","2015","2015",17.694309,,
"KOR","Korea","PIH","Share of indebted households","TP","Total Population","2013","2013",66.911652,,
"KOR","Korea","PIH","Share of indebted households","TP","Total Population","2015","2015",64.635078,,
"KOR","Korea","PIHR3","Share of indebted households with debt-to-income ratio above 3","TP","Total Population","2015","2015",15.94801,,
"KOR","Korea","T6C2","Share of individuals with eq. liquid financial wealth <25% of income poverty line","TP","Total Population","2015","2015",9,,
"KOR","Korea","T6C3","Share of individuals with eq. liquid financial wealth <50 % of  income poverty line","TP","Total Population","2015","2015",14.1,,
"KOR","Korea","T6C6","Share of individuals with eq. net wealth < 25% of income poverty line","TP","Total Population","2015","2015",4.9000001,,
"KOR","Korea","T6C7","Share of individuals with eq. net wealth <50 % of  income poverty line","TP","Total Population","2015","2015",6.9000001,,
"LUX","Luxembourg","T3AC2","Mean financial assets per household (current prices)","TP","Total Population","2011","2011",111930,,
"LUX","Luxembourg","T3AC2","Mean financial assets per household (current prices)","TP","Total Population","2014","2014",166809,,
"LUX","Luxembourg","T3AC3","Mean liabilities per household (current prices)","TP","Total Population","2011","2011",81785,,
"LUX","Luxembourg","T3AC3","Mean liabilities per household (current prices)","TP","Total Population","2014","2014",97316,,
"LUX","Luxembourg","T1C5","Mean net wealth per household (current prices)","TP","Total Population","2011","2011",710092,,
"LUX","Luxembourg","T1C5","Mean net wealth per household (current prices)","TP","Total Population","2014","2014",768404,,
"LUX","Luxembourg","MNWI","Mean net wealth per person (current prices)","TP","Total Population","2011","2011",286174.66,,
"LUX","Luxembourg","MNWI","Mean net wealth per person (current prices)","TP","Total Population","2014","2014",318951.28,,
"LUX","Luxembourg","M2MR","Mean to median net wealth ratio","TP","Total Population","2011","2011",1.7848638,,
"LUX","Luxembourg","M2MR","Mean to median net wealth ratio","TP","Total Population","2014","2014",1.7563119,,
"LUX","Luxembourg","T4C5","Median debt-to-assets ratio of indebted households","TP","Total Population","2011","2011",18.199999,,
"LUX","Luxembourg","T4C5","Median debt-to-assets ratio of indebted households","TP","Total Population","2014","2014",22.200001,,
"LUX","Luxembourg","T4C4","Median debt-to-income ratio of indebted households","TP","Total Population","2011","2011",86.900002,,
"LUX","Luxembourg","T4C4","Median debt-to-income ratio of indebted households","TP","Total Population","2014","2014",114.10001,,
"LUX","Luxembourg","T1C7","Median net wealth per household (current prices)","TP","Total Population","2011","2011",397841,,
"LUX","Luxembourg","T1C7","Median net wealth per household (current prices)","TP","Total Population","2014","2014",437510,,
"LUX","Luxembourg","PIH75","Share of indebted households with debt-to-assets ratio above 75%","TP","Total Population","2011","2011",7.4860544,,
"LUX","Luxembourg","PIH75","Share of indebted households with debt-to-assets ratio above 75%","TP","Total Population","2014","2014",6.5603299,,
"LUX","Luxembourg","SB60","Share of bottom 60% of wealth","TP","Total Population","2011","2011",14.918184,,
"LUX","Luxembourg","SB60","Share of bottom 60% of wealth","TP","Total Population","2014","2014",15.277357,,
"LUX","Luxembourg","PIH","Share of indebted households","TP","Total Population","2011","2011",58.342094,,
"LUX","Luxembourg","PIH","Share of indebted households","TP","Total Population","2014","2014",54.555496,,
"LUX","Luxembourg","PIHR3","Share of indebted households with debt-to-income ratio above 3","TP","Total Population","2011","2011",12.006544,,
"LUX","Luxembourg","PIHR3","Share of indebted households with debt-to-income ratio above 3","TP","Total Population","2014","2014",14.07058,,
"LUX","Luxembourg","T6C2","Share of individuals with eq. liquid financial wealth <25% of income poverty line","TP","Total Population","2011","2011",38.190002,"D","Difference in methodology"
"LUX","Luxembourg","T6C2","Share of individuals with eq. liquid financial wealth <25% of income poverty line","TP","Total Population","2014","2014",40.450001,"D","Difference in methodology"
"LUX","Luxembourg","T6C3","Share of individuals with eq. liquid financial wealth <50 % of  income poverty line","TP","Total Population","2011","2011",51.419998,"D","Difference in methodology"
"LUX","Luxembourg","T6C3","Share of individuals with eq. liquid financial wealth <50 % of  income poverty line","TP","Total Population","2014","2014",53.240002,"D","Difference in methodology"
"LUX","Luxembourg","T6C6","Share of individuals with eq. net wealth < 25% of income poverty line","TP","Total Population","2011","2011",10.14,"D","Difference in methodology"
"LUX","Luxembourg","T6C6","Share of individuals with eq. net wealth < 25% of income poverty line","TP","Total Population","2014","2014",10.88,"D","Difference in methodology"
"LUX","Luxembourg","T6C7","Share of individuals with eq. net wealth <50 % of  income poverty line","TP","Total Population","2011","2011",14.53,"D","Difference in methodology"
"LUX","Luxembourg","T6C7","Share of individuals with eq. net wealth <50 % of  income poverty line","TP","Total Population","2014","2014",14.910001,"D","Difference in methodology"
"LUX","Luxembourg","ST1","Share of top 1% of wealth","TP","Total Population","2011","2011",20.657711,,
"LUX","Luxembourg","ST1","Share of top 1% of wealth","TP","Total Population","2014","2014",18.80517,,
"LUX","Luxembourg","ST10","Share of top 10% of wealth","TP","Total Population","2011","2011",51.288078,,
"LUX","Luxembourg","ST10","Share of top 10% of wealth","TP","Total Population","2014","2014",48.667435,,
"LUX","Luxembourg","ST5","Share of top 5% of wealth","TP","Total Population","2011","2011",39.870289,,
"LUX","Luxembourg","ST5","Share of top 5% of wealth","TP","Total Population","2014","2014",36.296368,,
"LVA","Latvia","T3AC2","Mean financial assets per household (current prices)","TP","Total Population","2014","2014",10600,,
"LVA","Latvia","T3AC3","Mean liabilities per household (current prices)","TP","Total Population","2014","2014",7503,,
"LVA","Latvia","T1C5","Mean net wealth per household (current prices)","TP","Total Population","2014","2014",40044,,
"LVA","Latvia","MNWI","Mean net wealth per person (current prices)","TP","Total Population","2014","2014",16803.963,,
"LVA","Latvia","M2MR","Mean to median net wealth ratio","TP","Total Population","2014","2014",2.8239775,,
"LVA","Latvia","T4C5","Median debt-to-assets ratio of indebted households","TP","Total Population","2014","2014",28.200001,,
"LVA","Latvia","T4C4","Median debt-to-income ratio of indebted households","TP","Total Population","2014","2014",42.799999,,
"LVA","Latvia","T1C7","Median net wealth per household (current prices)","TP","Total Population","2014","2014",14180,,
"LVA","Latvia","PIH75","Share of indebted households with debt-to-assets ratio above 75%","TP","Total Population","2014","2014",7.5758801,,
"LVA","Latvia","SB60","Share of bottom 60% of wealth","TP","Total Population","2014","2014",7.1141925,,
"LVA","Latvia","PIH","Share of indebted households","TP","Total Population","2014","2014",33.50388,,
"LVA","Latvia","PIHR3","Share of indebted households with debt-to-income ratio above 3","TP","Total Population","2014","2014",4.4102654,,
"LVA","Latvia","T6C2","Share of individuals with eq. liquid financial wealth <25% of income poverty line","TP","Total Population","2014","2014",82.610001,"D","Difference in methodology"
"LVA","Latvia","T6C3","Share of individuals with eq. liquid financial wealth <50 % of  income poverty line","TP","Total Population","2014","2014",88.300003,"D","Difference in methodology"
"LVA","Latvia","T6C6","Share of individuals with eq. net wealth < 25% of income poverty line","TP","Total Population","2014","2014",18.139999,"D","Difference in methodology"
"LVA","Latvia","T6C7","Share of individuals with eq. net wealth <50 % of  income poverty line","TP","Total Population","2014","2014",20.970001,"D","Difference in methodology"
"LVA","Latvia","ST1","Share of top 1% of wealth","TP","Total Population","2014","2014",21.386295,,
"LVA","Latvia","ST10","Share of top 10% of wealth","TP","Total Population","2014","2014",63.376293,,
"LVA","Latvia","ST5","Share of top 5% of wealth","TP","Total Population","2014","2014",49.108349,,
"NLD","Netherlands","T3AC2","Mean financial assets per household (current prices)","TP","Total Population","2010","2010",57872,"B","Break"
"NLD","Netherlands","T3AC2","Mean financial assets per household (current prices)","TP","Total Population","2015","2015",82500,"B","Break"
"NLD","Netherlands","T3AC3","Mean liabilities per household (current prices)","TP","Total Population","2010","2010",83348,"B","Break"
"NLD","Netherlands","T3AC3","Mean liabilities per household (current prices)","TP","Total Population","2015","2015",105700,"B","Break"
"NLD","Netherlands","T1C5","Mean net wealth per household (current prices)","TP","Total Population","2010","2010",154042,"B","Break"
"NLD","Netherlands","T1C5","Mean net wealth per household (current prices)","TP","Total Population","2015","2015",140500,"B","Break"
"NLD","Netherlands","MNWI","Mean net wealth per person (current prices)","TP","Total Population","2010","2010",69519.453,"B","Break"
"NLD","Netherlands","MNWI","Mean net wealth per person (current prices)","TP","Total Population","2015","2015",64296.973,"B","Break"
"NLD","Netherlands","M2MR","Mean to median net wealth ratio","TP","Total Population","2010","2010",1.9559647,"B","Break"
"NLD","Netherlands","M2MR","Mean to median net wealth ratio","TP","Total Population","2015","2015",8.1213875,"B","Break"
"NLD","Netherlands","T4C5","Median debt-to-assets ratio of indebted households","TP","Total Population","2010","2010",47,"B","Break"
"NLD","Netherlands","T4C5","Median debt-to-assets ratio of indebted households","TP","Total Population","2015","2015",32,"B","Break"
"NLD","Netherlands","T4C4","Median debt-to-income ratio of indebted households","TP","Total Population","2010","2010",201.39999,"B","Break"
"NLD","Netherlands","T4C4","Median debt-to-income ratio of indebted households","TP","Total Population","2015","2015",79,"B","Break"
"NLD","Netherlands","T1C7","Median net wealth per household (current prices)","TP","Total Population","2010","2010",78755,"B","Break"
"NLD","Netherlands","T1C7","Median net wealth per household (current prices)","TP","Total Population","2015","2015",17300,"B","Break"
"NLD","Netherlands","PIH75","Share of indebted households with debt-to-assets ratio above 75%","TP","Total Population","2010","2010",21.030716,"B","Break"
"NLD","Netherlands","PIH75","Share of indebted households with debt-to-assets ratio above 75%","TP","Total Population","2015","2015",33.143173,"B","Break"
"NLD","Netherlands","SB60","Share of bottom 60% of wealth","TP","Total Population","2010","2010",8.3290138,"B","Break"
"NLD","Netherlands","SB60","Share of bottom 60% of wealth","TP","Total Population","2015","2015",-3.9857128,"B","Break"
"NLD","Netherlands","PIH","Share of indebted households","TP","Total Population","2010","2010",65.594727,"B","Break"
"NLD","Netherlands","PIH","Share of indebted households","TP","Total Population","2015","2015",65.74102,"B","Break"
"NLD","Netherlands","PIHR3","Share of indebted households with debt-to-income ratio above 3","TP","Total Population","2010","2010",23.458723,"B","Break"
"NLD","Netherlands","PIHR3","Share of indebted households with debt-to-income ratio above 3","TP","Total Population","2015","2015",32.207382,"B","Break"
"NLD","Netherlands","T6C2","Share of individuals with eq. liquid financial wealth <25% of income poverty line","TP","Total Population","2010","2010",38.02,"B","Break"
"NLD","Netherlands","T6C2","Share of individuals with eq. liquid financial wealth <25% of income poverty line","TP","Total Population","2015","2015",33,"B","Break"
"NLD","Netherlands","T6C3","Share of individuals with eq. liquid financial wealth <50 % of  income poverty line","TP","Total Population","2010","2010",52.609997,"B","Break"
"NLD","Netherlands","T6C3","Share of individuals with eq. liquid financial wealth <50 % of  income poverty line","TP","Total Population","2015","2015",44,"B","Break"
"NLD","Netherlands","T6C6","Share of individuals with eq. net wealth < 25% of income poverty line","TP","Total Population","2010","2010",18.91,"B","Break"
"NLD","Netherlands","T6C6","Share of individuals with eq. net wealth < 25% of income poverty line","TP","Total Population","2015","2015",39,"B","Break"
"NLD","Netherlands","T6C7","Share of individuals with eq. net wealth <50 % of  income poverty line","TP","Total Population","2010","2010",23.27,"B","Break"
"NLD","Netherlands","T6C7","Share of individuals with eq. net wealth <50 % of  income poverty line","TP","Total Population","2015","2015",43,"B","Break"
"NLD","Netherlands","ST1","Share of top 1% of wealth","TP","Total Population","2010","2010",9.1626892,"B","Break"
"NLD","Netherlands","ST1","Share of top 1% of wealth","TP","Total Population","2015","2015",27.828711,"B","Break"
"NLD","Netherlands","ST10","Share of top 10% of wealth","TP","Total Population","2010","2010",43.225662,"B","Break"
"NLD","Netherlands","ST10","Share of top 10% of wealth","TP","Total Population","2015","2015",68.347847,"B","Break"
"NLD","Netherlands","ST5","Share of top 5% of wealth","TP","Total Population","2010","2010",27.834057,"B","Break"
"NLD","Netherlands","ST5","Share of top 5% of wealth","TP","Total Population","2015","2015",52.458202,"B","Break"
"NOR","Norway","T3AC2","Mean financial assets per household (current prices)","TP","Total Population","2012","2012",789800,,
"NOR","Norway","T3AC2","Mean financial assets per household (current prices)","TP","Total Population","2015","2015",1013656,,
"NOR","Norway","T3AC3","Mean liabilities per household (current prices)","TP","Total Population","2012","2012",1068800,,
"NOR","Norway","T3AC3","Mean liabilities per household (current prices)","TP","Total Population","2015","2015",1257486,,
"NOR","Norway","T1C5","Mean net wealth per household (current prices)","TP","Total Population","2012","2012",1883600,,
"NOR","Norway","T1C5","Mean net wealth per household (current prices)","TP","Total Population","2015","2015",2272944,,
"NOR","Norway","MNWI","Mean net wealth per person (current prices)","TP","Total Population","2012","2012",890552.69,,
"NOR","Norway","MNWI","Mean net wealth per person (current prices)","TP","Total Population","2015","2015",1059003.8,,
"NOR","Norway","M2MR","Mean to median net wealth ratio","TP","Total Population","2012","2012",1.8864297,,
"NOR","Norway","M2MR","Mean to median net wealth ratio","TP","Total Population","2015","2015",1.9536123,,
"NOR","Norway","T4C5","Median debt-to-assets ratio of indebted households","TP","Total Population","2012","2012",52.600002,,
"NOR","Norway","T4C5","Median debt-to-assets ratio of indebted households","TP","Total Population","2015","2015",52,,
"NOR","Norway","T4C4","Median debt-to-income ratio of indebted households","TP","Total Population","2012","2012",180,,
"NOR","Norway","T4C4","Median debt-to-income ratio of indebted households","TP","Total Population","2015","2015",196,,
"NOR","Norway","T1C7","Median net wealth per household (current prices)","TP","Total Population","2012","2012",998500,,
"NOR","Norway","T1C7","Median net wealth per household (current prices)","TP","Total Population","2015","2015",1163457,,
"NOR","Norway","PIH75","Share of indebted households with debt-to-assets ratio above 75%","TP","Total Population","2012","2012",29.878716,,
"NOR","Norway","PIH75","Share of indebted households with debt-to-assets ratio above 75%","TP","Total Population","2015","2015",29.460386,,
"NOR","Norway","SB60","Share of bottom 60% of wealth","TP","Total Population","2012","2012",7.0747337,,
"NOR","Norway","SB60","Share of bottom 60% of wealth","TP","Total Population","2015","2015",7.3088636,,
"NOR","Norway","PIH","Share of indebted households","TP","Total Population","2012","2012",84.270332,,
"NOR","Norway","PIH","Share of indebted households","TP","Total Population","2015","2015",84.914764,,
"NOR","Norway","PIHR3","Share of indebted households with debt-to-income ratio above 3","TP","Total Population","2012","2012",25.722662,,
"NOR","Norway","PIHR3","Share of indebted households with debt-to-income ratio above 3","TP","Total Population","2015","2015",28.182381,,
"NOR","Norway","T6C2","Share of individuals with eq. liquid financial wealth <25% of income poverty line","TP","Total Population","2015","2015",26.860001,,
"NOR","Norway","T6C3","Share of individuals with eq. liquid financial wealth <50 % of  income poverty line","TP","Total Population","2015","2015",39.889999,,
"NOR","Norway","T6C6","Share of individuals with eq. net wealth < 25% of income poverty line","TP","Total Population","2015","2015",24.950001,,
"NOR","Norway","T6C7","Share of individuals with eq. net wealth <50 % of  income poverty line","TP","Total Population","2015","2015",27.290001,,
"NOR","Norway","ST1","Share of top 1% of wealth","TP","Total Population","2012","2012",18.51766,,
"NOR","Norway","ST1","Share of top 1% of wealth","TP","Total Population","2015","2015",20.128822,,
"NOR","Norway","ST10","Share of top 10% of wealth","TP","Total Population","2012","2012",50.093372,,
"NOR","Norway","ST10","Share of top 10% of wealth","TP","Total Population","2015","2015",51.450287,,
"NOR","Norway","ST5","Share of top 5% of wealth","TP","Total Population","2012","2012",36.195271,,
"NOR","Norway","ST5","Share of top 5% of wealth","TP","Total Population","2015","2015",37.845356,,
"NZL","New Zealand","T3AC2","Mean financial assets per household (current prices)","TP","Total Population","2014","2014",353225,,
"NZL","New Zealand","T3AC3","Mean liabilities per household (current prices)","TP","Total Population","2014","2014",89829,,
"NZL","New Zealand","T1C5","Mean net wealth per household (current prices)","TP","Total Population","2014","2014",630859,,
"NZL","New Zealand","MNWI","Mean net wealth per person (current prices)","TP","Total Population","2014","2014",236217.08,,
"NZL","New Zealand","M2MR","Mean to median net wealth ratio","TP","Total Population","2014","2014",2.1829031,,
"NZL","New Zealand","T4C5","Median debt-to-assets ratio of indebted households","TP","Total Population","2014","2014",22.9,,
"NZL","New Zealand","T4C4","Median debt-to-income ratio of indebted households","TP","Total Population","2014","2014",79.199997,,
"NZL","New Zealand","T1C7","Median net wealth per household (current prices)","TP","Total Population","2014","2014",289000,,
"NZL","New Zealand","PIH75","Share of indebted households with debt-to-assets ratio above 75%","TP","Total Population","2014","2014",7.8786793,,
"NZL","New Zealand","SB60","Share of bottom 60% of wealth","TP","Total Population","2014","2014",12.318701,,
"NZL","New Zealand","PIH","Share of indebted households","TP","Total Population","2014","2014",66.212013,,
"NZL","New Zealand","PIHR3","Share of indebted households with debt-to-income ratio above 3","TP","Total Population","2014","2014",13.3106,,
"NZL","New Zealand","T6C2","Share of individuals with eq. liquid financial wealth <25% of income poverty line","TP","Total Population","2014","2014",62.700001,,
"NZL","New Zealand","T6C3","Share of individuals with eq. liquid financial wealth <50 % of  income poverty line","TP","Total Population","2014","2014",69.699997,,
"NZL","New Zealand","T6C6","Share of individuals with eq. net wealth < 25% of income poverty line","TP","Total Population","2014","2014",10.2,,
"NZL","New Zealand","T6C7","Share of individuals with eq. net wealth <50 % of  income poverty line","TP","Total Population","2014","2014",13.7,,
"NZL","New Zealand","ST10","Share of top 10% of wealth","TP","Total Population","2014","2014",52.944607,,
"NZL","New Zealand","ST5","Share of top 5% of wealth","TP","Total Population","2014","2014",39.701721,,
"POL","Poland","T3AC2","Mean financial assets per household (current prices)","TP","Total Population","2014","2014",84625.586,,
"POL","Poland","T3AC3","Mean liabilities per household (current prices)","TP","Total Population","2014","2014",21342.584,,
"POL","Poland","T1C5","Mean net wealth per household (current prices)","TP","Total Population","2014","2014",403392,,
"POL","Poland","MNWI","Mean net wealth per person (current prices)","TP","Total Population","2014","2014",142922.52,,
"POL","Poland","M2MR","Mean to median net wealth ratio","TP","Total Population","2014","2014",1.6886418,,
"POL","Poland","T4C5","Median debt-to-assets ratio of indebted households","TP","Total Population","2014","2014",6.8000002,,
"POL","Poland","T4C4","Median debt-to-income ratio of indebted households","TP","Total Population","2014","2014",15.2,,
"POL","Poland","T1C7","Median net wealth per household (current prices)","TP","Total Population","2014","2014",238885.48,,
"POL","Poland","PIH75","Share of indebted households with debt-to-assets ratio above 75%","TP","Total Population","2014","2014",4.168057,,
"POL","Poland","SB60","Share of bottom 60% of wealth","TP","Total Population","2014","2014",18.263699,,
"POL","Poland","PIH","Share of indebted households","TP","Total Population","2014","2014",36.979061,,
"POL","Poland","PIHR3","Share of indebted households with debt-to-income ratio above 3","TP","Total Population","2014","2014",2.1102164,,
"POL","Poland","T6C2","Share of individuals with eq. liquid financial wealth <25% of income poverty line","TP","Total Population","2014","2014",63.669998,"D","Difference in methodology"
"POL","Poland","T6C3","Share of individuals with eq. liquid financial wealth <50 % of  income poverty line","TP","Total Population","2014","2014",75.919998,"D","Difference in methodology"
"POL","Poland","T6C6","Share of individuals with eq. net wealth < 25% of income poverty line","TP","Total Population","2014","2014",10.57,"D","Difference in methodology"
"POL","Poland","T6C7","Share of individuals with eq. net wealth <50 % of  income poverty line","TP","Total Population","2014","2014",12.780001,"D","Difference in methodology"
"POL","Poland","ST1","Share of top 1% of wealth","TP","Total Population","2014","2014",11.729097,,
"POL","Poland","ST10","Share of top 10% of wealth","TP","Total Population","2014","2014",41.83997,,
"POL","Poland","ST5","Share of top 5% of wealth","TP","Total Population","2014","2014",29.011663,,
"PRT","Portugal","T3AC2","Mean financial assets per household (current prices)","TP","Total Population","2010","2010",44424,,
"PRT","Portugal","T3AC2","Mean financial assets per household (current prices)","TP","Total Population","2013","2013",47182,,
"PRT","Portugal","T3AC3","Mean liabilities per household (current prices)","TP","Total Population","2010","2010",30255,,
"PRT","Portugal","T3AC3","Mean liabilities per household (current prices)","TP","Total Population","2013","2013",28814,,
"PRT","Portugal","T1C5","Mean net wealth per household (current prices)","TP","Total Population","2010","2010",157933,,
"PRT","Portugal","T1C5","Mean net wealth per household (current prices)","TP","Total Population","2013","2013",155956,,
"PRT","Portugal","MNWI","Mean net wealth per person (current prices)","TP","Total Population","2010","2010",58376.66,,
"PRT","Portugal","MNWI","Mean net wealth per person (current prices)","TP","Total Population","2013","2013",59751.211,,
"PRT","Portugal","M2MR","Mean to median net wealth ratio","TP","Total Population","2010","2010",2.0057786,,
"PRT","Portugal","M2MR","Mean to median net wealth ratio","TP","Total Population","2013","2013",2.1899319,,
"PRT","Portugal","T4C5","Median debt-to-assets ratio of indebted households","TP","Total Population","2010","2010",34,,
"PRT","Portugal","T4C5","Median debt-to-assets ratio of indebted households","TP","Total Population","2013","2013",37.799999,,
"PRT","Portugal","T4C4","Median debt-to-income ratio of indebted households","TP","Total Population","2010","2010",224.49998,,
"PRT","Portugal","T4C4","Median debt-to-income ratio of indebted households","TP","Total Population","2013","2013",198.5,,
"PRT","Portugal","T1C7","Median net wealth per household (current prices)","TP","Total Population","2010","2010",78739,,
"PRT","Portugal","T1C7","Median net wealth per household (current prices)","TP","Total Population","2013","2013",71215,,
"PRT","Portugal","PIH75","Share of indebted households with debt-to-assets ratio above 75%","TP","Total Population","2010","2010",8.2872629,,
"PRT","Portugal","PIH75","Share of indebted households with debt-to-assets ratio above 75%","TP","Total Population","2013","2013",10.216176,,
"PRT","Portugal","SB60","Share of bottom 60% of wealth","TP","Total Population","2010","2010",14.464144,,
"PRT","Portugal","SB60","Share of bottom 60% of wealth","TP","Total Population","2013","2013",12.422934,,
"PRT","Portugal","PIH","Share of indebted households","TP","Total Population","2010","2010",46.221092,,
"PRT","Portugal","PIH","Share of indebted households","TP","Total Population","2013","2013",45.866768,,
"PRT","Portugal","PIHR3","Share of indebted households with debt-to-income ratio above 3","TP","Total Population","2010","2010",18.35153,,
"PRT","Portugal","PIHR3","Share of indebted households with debt-to-income ratio above 3","TP","Total Population","2013","2013",16.763445,,
"PRT","Portugal","T6C2","Share of individuals with eq. liquid financial wealth <25% of income poverty line","TP","Total Population","2010","2010",45.68,"D","Difference in methodology"
"PRT","Portugal","T6C2","Share of individuals with eq. liquid financial wealth <25% of income poverty line","TP","Total Population","2013","2013",45.899998,"D","Difference in methodology"
"PRT","Portugal","T6C3","Share of individuals with eq. liquid financial wealth <50 % of  income poverty line","TP","Total Population","2010","2010",56.620003,"D","Difference in methodology"
"PRT","Portugal","T6C3","Share of individuals with eq. liquid financial wealth <50 % of  income poverty line","TP","Total Population","2013","2013",55.279999,"D","Difference in methodology"
"PRT","Portugal","T6C6","Share of individuals with eq. net wealth < 25% of income poverty line","TP","Total Population","2010","2010",10.059999,"D","Difference in methodology"
"PRT","Portugal","T6C6","Share of individuals with eq. net wealth < 25% of income poverty line","TP","Total Population","2013","2013",14.08,"D","Difference in methodology"
"PRT","Portugal","T6C7","Share of individuals with eq. net wealth <50 % of  income poverty line","TP","Total Population","2010","2010",12.29,"D","Difference in methodology"
"PRT","Portugal","T6C7","Share of individuals with eq. net wealth <50 % of  income poverty line","TP","Total Population","2013","2013",16.25,"D","Difference in methodology"
"PRT","Portugal","ST1","Share of top 1% of wealth","TP","Total Population","2010","2010",19.630329,,
"PRT","Portugal","ST1","Share of top 1% of wealth","TP","Total Population","2013","2013",14.442963,,
"PRT","Portugal","ST10","Share of top 10% of wealth","TP","Total Population","2010","2010",51.40073,,
"PRT","Portugal","ST10","Share of top 10% of wealth","TP","Total Population","2013","2013",52.127502,,
"PRT","Portugal","ST5","Share of top 5% of wealth","TP","Total Population","2010","2010",39.280842,,
"PRT","Portugal","ST5","Share of top 5% of wealth","TP","Total Population","2013","2013",36.539959,,
"SVK","Slovak Republic","T3AC2","Mean financial assets per household (current prices)","TP","Total Population","2010","2010",10668,,
"SVK","Slovak Republic","T3AC2","Mean financial assets per household (current prices)","TP","Total Population","2014","2014",9847,,
"SVK","Slovak Republic","T3AC3","Mean liabilities per household (current prices)","TP","Total Population","2010","2010",3332,,
"SVK","Slovak Republic","T3AC3","Mean liabilities per household (current prices)","TP","Total Population","2014","2014",5391,,
"SVK","Slovak Republic","T1C5","Mean net wealth per household (current prices)","TP","Total Population","2010","2010",79656,,
"SVK","Slovak Republic","T1C5","Mean net wealth per household (current prices)","TP","Total Population","2014","2014",66047,,
"SVK","Slovak Republic","MNWI","Mean net wealth per person (current prices)","TP","Total Population","2010","2010",28135.32,,
"SVK","Slovak Republic","MNWI","Mean net wealth per person (current prices)","TP","Total Population","2014","2014",23488.461,,
"SVK","Slovak Republic","M2MR","Mean to median net wealth ratio","TP","Total Population","2010","2010",1.3019515,,
"SVK","Slovak Republic","M2MR","Mean to median net wealth ratio","TP","Total Population","2014","2014",1.3126441,,
"SVK","Slovak Republic","T4C5","Median debt-to-assets ratio of indebted households","TP","Total Population","2010","2010",6.5999999,,
"SVK","Slovak Republic","T4C5","Median debt-to-assets ratio of indebted households","TP","Total Population","2014","2014",12.6,,
"SVK","Slovak Republic","T4C4","Median debt-to-income ratio of indebted households","TP","Total Population","2010","2010",22.700001,,
"SVK","Slovak Republic","T4C4","Median debt-to-income ratio of indebted households","TP","Total Population","2014","2014",42,,
"SVK","Slovak Republic","T1C7","Median net wealth per household (current prices)","TP","Total Population","2010","2010",61182,,
"SVK","Slovak Republic","T1C7","Median net wealth per household (current prices)","TP","Total Population","2014","2014",50316,,
"SVK","Slovak Republic","PIH75","Share of indebted households with debt-to-assets ratio above 75%","TP","Total Population","2010","2010",1.6920338,,
"SVK","Slovak Republic","PIH75","Share of indebted households with debt-to-assets ratio above 75%","TP","Total Population","2014","2014",4.1686068,,
"SVK","Slovak Republic","SB60","Share of bottom 60% of wealth","TP","Total Population","2010","2010",28.916891,,
"SVK","Slovak Republic","SB60","Share of bottom 60% of wealth","TP","Total Population","2014","2014",25.886946,,
